Review_Index,Restaurant,Reviewer,Teencode_Found,Original_Comment
11223,Ngõ Thái - Quận 10,ĐỖ THỊ TUYẾT MAI,kh,"đồ ăn ngon rẻ, nhân viên đông nhiệt tình mà chắc mấy bạn mệt nên cơ mặt co lại mỗi lần muốn nhờ cũng ngại ngại, đi cao điểm là siu ồn vì không gian ấm cúng nên kh tránh khỏi được"
11225,Ngõ Thái - Quận 10,không phải phương,mng,"mình và bạn mình đi vào hôm mưa, nhưng quán service vẫn rất nice và chu đáo! cứ tưởng mưa quán sẽ bớt đông nhưng thật ra là đông không ngờ luôn khóc_lớn rcm mng nên đặt bàn trước khi đến để nhân viên set up bàn vào ăn liền, tránh phải ngồi đợi lâu, đồ ăn ngon, dễ ăn, vị độc đáo, hợp khẩu vị của mình và bạn (bạn mình khó ăn nhưng đều ăn được hết, ngon ngon_miệng ), nhân viên siêu tận tình, vừa quay qua tìm là bạn chạy ra nhận order mình luôn, không phải để mình đợi lâu, nói chung là quán tốt, rất là okela, sẽ quay trở lại nếu có cơ hội"
11226,Ngõ Thái - Quận 10,Dang Hoang Nam Official,"hỗ, nhiên, việt","các món ăn hầu hết làm rất ngon, gia vị đa dạng , phù hợp khẩu vị thực khách việt, pad thai làm ngon, đủ vị chua cay mặn ngọt, gỏi cá trê khá ngon, cơm heo đậm đà, thơm , ăn tựa như bên thái, tuy nhiên tôm sốt thái nếu chế biến cay nhiều sẽ bùng vị hơn, kem đối với khẩu vị cá nhân hơi ngọt vs hơi bị ngấy, không gian có giới hạn, nên đặt chỗ trước nếu không muốn ngồi đợi bàn tương đối lâu (>20p), chú bảo vệ nhiệt tình, thân thiện, giá cả phải chăng, phù hợp với chất lượng món ăn, nhân viên nhiệt tình, hỗ trợ nhanh lẹ, sẽ quay lại"
11227,Ngõ Thái - Quận 10,Thu Phuong Tran,"thiệc, yum, luông","quán 10 điểm hong có nhưng thiệc sự luông ó, các món ăn ở quán đa dạng, ngon, bắt mắt, và rất tươi, nhân viên 100đ mình đã thử các món best seller ở quán, món xôi xoài, và lẩu tom yum rất hợp khẩu vị của mình, mình sẽ quay lại quán thêm nhiều lần nữa"
11228,Ngõ Thái - Quận 10,Lê Mỹ Ngọc Trần,"khủng, yum","combo 2 người thì với mình không đủ no cho lắm rưng_rưng nhưng mà sau khi ăn 3 quán thái thì đây sẽ là quán mình quay lại hoài luôn, thứ nhất đồ ăn quá ngon, thứ hai là đặt bàn trước xong lên món kiểu 5 phút là có, nhìn rất chỉn chu, chưa bao giờ ăn cái soup tomyum mà nó hợp với khẩu vị và ngon như vậy hết á, mình thấy khẩu phần ít nhưng mà giá rẻ cho nên không đòi hỏi gì nhiều, chưa kể là nhân viên trộm vía nhiệt tình, vui vẻ và thái độ phục vụ tốt dù quá đông, xôi xoài cũng ngon kinh khủng luôn dù ghét ăn xôi nhưng mà hạt mềm dẻo kiểu nó không có bị dính dính như xôi bắp, nước cốt dừa ngon ăn hong có đau bụng, nói chung là sẽ quay lại, điểm cộng là k có chèo kéo khách phải review =)))) nên khách thích quá tự review, này hai mình ăn hết khoảng hơn 400k á mà tạm thui chứ chưa no (chắc do sức ăn bạn nam nhà mình tốt), với cả là nước thì mình thích trà thái xanh hơn sữa, pad thái ngon, cơm chiên ngon, xôi xoài ngon, tom yum quá ngon, lẩu ngon, bạch tuộc và đậu hủ bình thường hehe"
11229,Ngõ Thái - Quận 10,Ánh Trần,rãi,"không gian quán siu chill, decor đẹp mắt, rộng rãi nhưng đông nên đặt bàn trước giá hợp lý, đồ ăn vừa miệng nhưng chưa đặc sắc lắm"
11230,Ngõ Thái - Quận 10,Sam Sam,"khuyến, trc","nhân viên quán thì khỏi nói thiệt tình khỏi bàn, training tốt, món ăn ngon nhiều và rẻ theo cá nhân mình nha, sẽ quay lại, khuyến nghị đi sớm hoặc đặt bàn trc vì đông lắm, cái sốt của gà nhồi chấm cái gì cũng ngon, xin thêm vô tư"
11231,Ngõ Thái - Quận 10,Anh Thái,"hỗ, mỳ","quán trong hẻm đường tô hiến thành nhưng dễ kiếm, quán nên đặt bàn trước tại đêm rất đông, giá đồ ăn vừa phải, xứng đáng với chất lượng, các món ăn cay nhiều, lên món tốc đố vừa phải, nước trà sữa ngọt vừa, ổi hồng hơi nhạt, đi đông nên gọi combo cho tiện, món mỳ tomyum là quán nấu xong r đem ra, nên món mỳ ra thì tranh thủ dùng sớm, xôi thì không ngon lắm, sườn cay vị nước dùng ngon, cơm chiên và miến cay nhiều, mỗi món ăn lượng hơi ít nên phù hợp với giá, không gian quán đẹp, có khu máy lạnh, nhân viên hỗ trợ nhanh nhẹn nhiệt tình"
11232,Ngõ Thái - Quận 10,Hùng Mạnh,"lun, xứg, đôg, cũg, đc, đág, ní, kcj, thườg, nướg, nhưg","với giá thì quán nì xứg đág đc điểm cao, tui rcm mấy ní gọi thịt nướg phô mai, soup tomyum & xôi (dù khá ngọt nhưg xôi dẻo & thơm nc cốt dừa lắm lun), pad thái thì cũg samex2 mấy quán khác, nêm nếm vừa ăn rồi nên cũg ko cần vắt nha, chắc t ko hợp gỏi cá trê nên thấy món này bình thườg, kcj đặc sắc, quán rất đôg nên mấy ní phải đặt trước mới có bàn, nhân viên nhiệt tình hoàn_hảo t ko thích nhất là cái hẻm vô chỗ giữ xe, nó siêu hẹp, quán có cho thẻ giữ xe free nha mở từ: 16h - 22h"
11234,Ngõ Thái - Quận 10,Phụn Phụn,"gũi, đỉm, thiệu, kiu","quán chuyên về đồ ăn thái với không gian decor rất xinh tốt 10 đỉm tán_thưởng có chỗ ngồi cho khách chờ lúc full bàn, quán mang phong cách đặc trưng của thái lan nhưng vẫn tạo cảm giác ấm cúng và gần gũi, ấn tượng đầu tiên khi đến đây là hai chú giữ xe cũng lớn tuổi rồi nhưng cực kỳ chuyên nghiệp, chú chủ động dắt xe cho khách, còn chúc khách ăn ngon miệng trước khi vào quán tốt —một điểm cộng nhỏ nhưng tạo ấn tượng tốt, nhân viên phục vụ bên trong cũng rất dễ thương, nhiệt tình, tư vấn món ăn chu đáo, về đồ ăn , các món được lên khá nhanh, không phải đợi lâu , hương vị nêm nếm ổn, không quá xuất sắc nhưng ăn được, phù hợp với khẩu vị nhiều người, một điểm cộng nữa là quán có hỏi trước về mức độ cay cực_đỉnh để bếp điều chỉnh, giúp món ăn phù hợp hơn với từng khách, nhìn chung, quán có không gian đẹp , phục vụ tốt , đồ ăn ổn và giá cả hợp lý , 2 người kiu combo 1, 2 ly nước và xôi xoài tổng gần 400k đồng_ý chắc chắn sẽ quay lại và giới thiệu cho bạn bè cùng đến thưởng thức"
11237,Ngõ Thái - Quận 10,Mỹ Văn Hồ,"nvien, rùi","khẩu vị siêu hợp nhưng mà nhóm mình lo ăn quên chụp món rùi, tổng quan tất cả các món đều ngon, đâm đà, các bạn nvien thì dễ thương cực, không gian đông đúc nhộn nhịp, sẽ quay lại nhe"
11238,Ngõ Thái - Quận 10,Tommy Pham,gũi,"cái quán gì mà nó ngon một cách điên cuồng và cái vấn đề ở đây là nó rẻ một cách không thể ngờ được luôn í, chưa cần bàn về đồ ăn ngon hay dở cái điều khiến tui phải lên cái review này là vì các bạn staff ở đây quá dễ thương, quá thân thiện, các bạn rất chủ động take care khách, thái độ rất chuyên nghiệp, lịch sự và rất gần gũi"
11239,Ngõ Thái - Quận 10,Nguyễn Thị Thanh Tuyền,"cn, bt, ui, kute","lần đầu tiên đi 1 quán về là lên đánh giá ngay, mình từng đi chi nhánh bt rồi, nay có dịp ghé cn q10, đồ ăn vẫn rất ngon và giá cả hợp lý, đặc biệt, các bạn nhân viên ở đây siu kute, tận tình, chiều ghé mà nghe bạn nv phục vụ nói chuyện mát cả lòng buồn_cười thả_tim , có xin feedback sau khi dùng món xong rất tận tâm, 1000000 điểm ngõ thái ui thả_tim thả_tim thả_tim 4 món, thêm 2 nước nữa, tổng bill 340k quá là no ạ"
11241,Ngõ Thái - Quận 10,Mai Thị Diễm My,thiệu,"dạo trước mình có nghe bạn bè giới thiệu quán thái này nay mới có dịp ghé quán ăn thử, phải nói là tiếc khi không biết đến quán sớm hơn, đồ ăn của quán phải nói là rất rất hợp khẩu vị với mình, không gian quán tuy không to lắm nhưng bày trí nhìn rất là thuận mắt, nhân viên thì siêu dễ thương và nhiệt tình,, nói chung là 10 điểm nếu rảnh mình vẫn sẽ thường xuyên ghé quán để ăn"
11242,Ngõ Thái - Quận 10,Quỳnh Hương,"lun, siuu, trc, nhie, xĩu, nhiee","menu này mình ăn 2 người, tr ơi mà no xĩu lun mn ơi , mama thái đặc biệt chắc phải 3 ng ăn mới hết ó, đồ ăn siuu ngon nhiee, rcm gỏi cá trê nhie lấp_lánh lấp_lánh đồ ăn lên siuu lẹ nhiee, mn nhớ phải đặt bàn trc khi đến nhie"
11243,Ngõ Thái - Quận 10,Nhu Khanh,"dth, yum","đồ ăn quán ngon, nêm vừa miệng, đặc biệt là món soup tom yum (đi ngay mùa mưa ăn món này là chuẩn bài), không gian quán ấm cúng, dịch vụ tốt, bạn nhân viên take care bàn mình siu kĩ siu dth, quán đông nên mn nhớ đặt bàn trước"
11245,Ngõ Thái - Quận 10,Mon Mon,đỉm,"nhân viên siêu nhiệt tình, dễ thương, chu đáo, tinh tế, món ăn ngon mà rẻ nữa, 10 đỉm nhen"
11246,Ngõ Thái - Quận 10,Trần Quang Anh,hỗ,"đồ ăn thật sự rất ngon, đồ ăn lên lẹ, nhân viên nhiệt tình,hỗ trợ khách liên tục, giá lại khá rẻ, bác bảo vệ cũng dễ thương nốt,các bạn nên đặt bàn trước nhen do quán ngon rẻ nên đông á, mà hình như nhân viên đang thất tình hay sao á nghe nhạc hơi buồn nhen"
11247,Ngõ Thái - Quận 10,Linh Tran,"đc, chỉa","đồ ăn tạm ổn , ra món nhanh, trong lúc ăn mình thấy có gián bò qua lại , có kêu nhân viên xử lí thì bạn bắt gián bằng tay luôn mình hơi bất ngờ bối_rối lúc sau có bạn nhân viên ra xin lỗi mà chỉ xin lỗi suông thôi không có cách khắc phục, nó khá làm ảnh hưởng đến trải nghiệm của mình và vấn đề vệ sinh, thêm 1 điểm trừ là quán gắn cái quạt đứng chỉa thẳng vào bàn , đồ ăn chưa kịp ăn cũng nguội ngắt, trải nghiệm lần đầu ở quán chưa đc ok lắm"
11248,Ngõ Thái - Quận 10,Ngọc Hân Lê Hà,oce,"đi đại quán thái này mà ăn ngon nha, giá hợp lý, ăn 2 người gọi phần sườn cay là đủ no say :)) cũng được 7-8 miếng gì đó, phần sụn ăn sực sực vui mồm, pad thái cũng oce, mặn mà và hơi cay tí thui"
11249,Ngõ Thái - Quận 10,Thêu Nguyễn,"hoan, chội","nên đặt bàn trước nhé mọi người, về không gian: thoáng, có lầu, quán ở trong hẻm nhưng không có cảm giác chật chội chút nào, nhân viên nhìn chung nhiệt tình, chỉ có món cuối bạn nữ order cho bàn mình nói em lên món này cho chị luôn nhé nhưng quên béng đi luôn làm mình phải hỏi lại, đặc biệt chú bảo vệ dắt xe giữ nón siêu tận tình nên hoan hỉ bỏ qua hết, đồ ăn chuẩn vị thái, mọi người nên thử nhé"
11250,Ngõ Thái - Quận 10,Thanh Thúy Phùng Thị,hnay,"chỗ này ok nha, không gian rộng, thoáng, đồ ăn ngon, hnay bé nhân viên quên order của mình nên chờ hơi lâu xíu, có hơi bị buồn, ngoài ra ok, mình đi 2 chị em nhưng gọi đồ ăn hơi nhiều, bill này tầm 3 ng là ăn vừa đủ"
11251,Ngõ Thái - Quận 10,bunsbof,hỗ,"nhóm mình ghé quán để trải nghiệm do xem được review, ăn cái thấy ngon hơn mong đợi, rcm pad thái ngon, vị vừa, xôi xoài ổn, xoài ngọt và xôi dẻo, giá cả ok so với chất lượng, đúng lúc quán đang có ưu đãi nên tụi mình còn được set up sinh nhật miễn phí, trang trí nhỏ xinh mà dễ thương, chụp hình cũng đẹp, đi nhóm 3-4 bạn thì tầm 150k/1 bạn là no ạ, nhân viên thân thiện, hỗ trợ nhóm mình nhiệt tình từ lúc vào đến lúc về, không gian sạch sẽ, món lên nhanh nên không phải đợi lâu, nói chung trải nghiệm ổn áp, có dịp tụi mình sẽ quay lại"
11253,Ngõ Thái - Quận 10,Vy K,"chọt, btw","mình ăn nhiều đồ thái ở nhiều nơi rồi, nên ở đây mình ăn thấy không chuẩn vị thái lắm, ở đây sẽ nghiêng về khẩu vị của người vn mình hơn, ah góp ý gỏi xoài cá trê nha, xoài bào bị dài quá, ăn bị chọt miệng, gỏi không giòn, nếu chấm trên thang 10 thì mình cho món này 2/10 thui, btw là với mức giá rẻ hơn so với mặt bằng chung của các quán thái khác thì cũng không mong chờ quá nhiều, các bạn nhân viên dễ thương nhiệt tình bù lại cho món ăn"
11254,Ngõ Thái - Quận 10,Khoa Trịnh,"rãi, recommnend, ngừoi, khả","chi nhánh ở khu vực quận 10 của quán, mình thấy không gian rộng rãi, thoáng mát và decor đẹp hơn chi nhánh gò vấp, đồ ăn rất ngon hợp vị, mà quan trọng mức giá cực kỳ rẻ so với chất lượng món ăn của quán, mình ăn 2 ngừoi tầm hơn 300k là đủ no, quán cho điều chỉnh vị cay của món ăn để phù hợp với khả năng ăn cay của khách, cực kỳ recommnend mọi người nên thử, tối cuối tuần nên đặt bàn trước, hôm mình đến 18h là quán đã kín bàn, một điểm trừ nhỏ là không gian trong nhà hơi nóng"
11255,Ngõ Thái - Quận 10,kados18 kados18,pv,"đồ ăn ngon, không quá cay, các món cũng vừa phải để thưởng thức chứ không quá nhiều dễ bị no và ngán, nhân viên phục vụ dễ thương nhanh nhẹn, khách đông nhưng pv cần là có liền không phải đợi lâu, không gian tuy nhỏ nhưng bố trí dạng ngoài trời thoáng khí, nhưng bữa mình đi gặp trời nóng quá nên cũng ko chịu nổi, có cái toilet là chê nha"
11256,Ngõ Thái - Quận 10,Trang Ñg,"hỗ, mng","lúc trước nghe danh bên gò vấp đồ ăn ngon rẻ đã lâu mà chưa có dịp đi, nay có chi nhánh q10 nên trải nghiệm thử, nên đặt bàn để ko phải đợi lâu nhé mng, quán rất là đông, đồ ăn ngon, giá ổn, lên món nhanh, có điều mình cảm thấy món lên ko được nóng lắm (có thể do trời lạnh và trong quán bật quạt gió to làm đồ ăn mau nguội), riêng món xôi xoài cá nhân mình cảm nhận rất ngọt, nhân viên đông nhiệt tình, chu đáo, hỗ trợ nhanh lẹ, khuôn viên ấm cúng, bàn trong nhà đặt hơi sát nhau nên hơi ồn ào, sẽ quay lại"
11257,Ngõ Thái - Quận 10,Mai Thuỳ,"cn, narak","mình ăn lần đầu là cách đây khoảng 10 ngày ở cn gò vấp, lần này mình lại ghé tiếp, nhân viên dễ thương, hay hỏi ý kiến về món ăn, thì mình ăn thấy ngon giá hợp lý nên lại ghé, - tôm sống sốt thái mình luôn rcm, tươi ngon, sốt ngon, - kem chuối chiên nên thử qua 1 lần, mặc dù mình ăn 2 lần nhưng mình muốn bạn mình thử nữa - pad thái món quốc dân, ở đây làm vừa miệng lắm nha, mình chấm món này ngon, - món sườn cây thì đầy ú ụ nhưng mà vị thì như góp ý , có vẻ hơi thiếu gì đó, đa phần là chua chua mặn mặn và thơm thơm mùi nồng của ớt xanh, cay cũng mùi ớt xanh, mình cũng không biết diễn tả sao, hoặc có thể là vị giác của mình thấy vậy, thấy không hợp, mình thấy soup sườn cây ở som tum thai là hợp khẩu vị mình nhất các quán đã đi (chili, chang, narak,,,) chỉ vậy thui à, còn món bên quán mình ăn cũng được thấy thiếu thiếu thui, cuối cùng, đào tạo từ nhân viên đến cả bảo vệ cũng dễ thương nữa, lúc vừa tới chú dắt xe xong còn kiểu chúc ăn ngon miệng và lúc ra thì còn chào tạm biệt đại loại “giờ không cần vội vàng nữa, bụng đã no căng rồi,… con đi về cẩn thận nhé,,” trời quá là ưng luôn"
